TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF SEP 04, 2017 (B)",Netflix-First They Killed My Father : Online,80.1,0,0,0,0,0,0,80.1,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Netflix-Fuller House : Online,2.5,0,0,0,0,0,0,0,0,0,2.5,0
"WEEK OF SEP 04, 2017 (B)",Netflix-Marc Maron Too Real : Online,4.4,0,0,0,4.4,0,0,0,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Netflix-meyerowitz Stories : Online,160.3,0,0,0,0,0,0,160.3,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Netflix-Mudbound : Online,160.3,0,0,0,0,0,0,160.3,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Netflix-Naked : Online,51.5,0,0,0,51.5,0,0,0,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Netflix-Narcos : Online,80.3,66,14.3,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 11, 2017 (B)",Netflix : Online,1223.4,1202.6,0,0,5.7,0,0,0,0,10.1,5,0
"WEEK OF SEP 11, 2017 (B)",Netflix-Big Mouth : Online,37.3,0,0,0,34.5,0,0,0,0,0,2.8,0
"WEEK OF SEP 11, 2017 (B)",Netflix-First They Killed My Father : Online,157.8,0,0,0,14.6,0,0,143.2,0,0,0,0
"WEEK OF SEP 11, 2017 (B)",Netflix-Fuller House : Online,2.5,0,0,0,0,0,0,0,0,0,2.5,0
"WEEK OF SEP 18, 2017 (B)",Netflix : Online,414.6,386.4,0,0,13,0,0,0,0,10.1,5,0
"WEEK OF SEP 18, 2017 (B)",Netflix-Big Mouth : Online,66.3,0,0,0,63.4,0,0,0,0,0,2.8,0
"WEEK OF SEP 18, 2017 (B)",Netflix-First They Killed My Father : Online,9,0,0,0,0,0,0,0,9,0,0,0
"WEEK OF SEP 18, 2017 (B)",Netflix-Fuller House : Online,10,0,0,0,0,0,0,0,7.6,0,2.5,0
"WEEK OF SEP 18, 2017 (B)",Netflix-Gaga Five Foot Two : Online,17.9,0,0,0,0,0,0,16.9,1.1,0,0,0
"WEEK OF SEP 18, 2017 (B)",Netflix-Jerry Before Seinfeld : Online,37,35.6,0,0,1.4,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",Netflix-Russell Simmons Def Comedy Jam 25 : Online,10.1,0,0,0,10.1,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,1.1,0,0,1.1,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Netflix : Online,2206.6,0,0,0,67.3,0,0,0,0,10.5,7.9,2121
"WEEK OF SEP 25, 2017 (B)",Netflix-Big Mouth : Online,119.6,0,0,0,95.6,0,0,0,0,0,2.8,21.2
"WEEK OF SEP 25, 2017 (B)",Netflix-Bojack Horseman : Online,0.6,0,0,0,0,0,0,0,0,0,0,0.6
"WEEK OF SEP 25, 2017 (B)",Netflix-First They Killed My Father : Online,8.6,0,0,0,0,0,0,0,0,0,0,8.6
"WEEK OF SEP 25, 2017 (B)",Netflix-Fuller House : Online,5.1,0,0,0,0,0,0,0,0,0,2.1,2.9
"WEEK OF SEP 25, 2017 (B)",Netflix-Gaga Five Foot Two : Online,20.3,0,0,0,20.3,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Netflix-Jerry Before Seinfeld : Online,19.2,0,0,0,19.2,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Netflix-Little Evil : Online,16.1,0,0,0,0,0,0,0,0,0,0,16.1
"WEEK OF SEP 25, 2017 (B)",Netflix-Marc Maron Too Real : Online,1,0,0,0,0,0,0,0,0,0,0,1
"WEEK OF SEP 25, 2017 (B)",Netflix-Mindhunter : Online,782.9,509.3,22.4,0,123.2,0,0,0,0,0,0.2,127.9
"WEEK OF SEP 25, 2017 (B)",Netflix-Narcos : Online,590.6,590.6,0,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Netflix-Our Souls At Night : Online,137.5,0,0,0,0,0,0,76.5,10.8,0,0,50.2
"WEEK OF SEP 25, 2017 (B)",Netflix-Patton Oswalt Talking For Clapping : Online,4.9,0,0,0,0,0,0,0,0,0,0,4.9
"WEEK OF SEP 25, 2017 (B)",Netflix-Russell Simmons Def Comedy Jam 25 : Online,187.8,0,187.8,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Netflix-Stranger Things : Online,53.7,0,0,0,0,0,0,0,0,0,5.2,48.6
"WEEK OF OCT 02, 2017 (B)",Netflix : Online,50.7,0,0,0,13.1,0,0,0,0,12.8,24.8,0
"WEEK OF OCT 02, 2017 (B)",Netflix-Big Mouth : Online,121.4,0,113.5,0,5.1,0,0,0,0,0,2.7,0
"WEEK OF OCT 02, 2017 (B)",Netflix-Death & Life Of Marsha P Johnson : Online,5.4,0,0,0,0,0,0,4.8,0.6,0,0,0
"WEEK OF OCT 02, 2017 (B)",Netflix-meyerowitz Stories : Online,120.6,0,0,0,31.3,0,0,76.3,12.9,0,0,0
"WEEK OF OCT 02, 2017 (B)",Netflix-Mindhunter : Online,1878.4,1595.3,56.1,0,225.8,0,0,0,0,0,1.1,0
"WEEK OF OCT 02, 2017 (B)",Netflix-Stranger Things : Online,36.1,0,0,0,0,0,0,0,0,0,36.1,0
"WEEK OF OCT 09, 2017 (B)",Netflix : Online,58.8,0,0,0,21.2,0,0,0,0,12.8,24.8,0
"WEEK OF OCT 09, 2017 (B)",Netflix-1922 : Online,2.8,0,2.8,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",Netflix-Big Mouth : Online,210.2,0,207.5,0,0,0,0,0,0,0,2.7,0
"WEEK OF OCT 09, 2017 (B)",Netflix-First They Killed My Father : Online,27.3,0,0,0,0,0,0,24.9,2.3,0,0,0
"WEEK OF OCT 09, 2017 (B)",Netflix-Geralds Game : Online,13.1,0,13.1,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",Netflix-meyerowitz Stories : Online,425.1,0,0,0,90.7,0,0,293.6,40.8,0,0,0
"WEEK OF OCT 09, 2017 (B)",Netflix-Mindhunter : Online,2293.2,1170.5,302.6,0,202.4,250.8,0,142.9,222.9,0,1.1,0
"WEEK OF OCT 09, 2017 (B)",Netflix-Stranger Things : Online,68.2,0,0,0,32.2,0,0,0,0,0,36.1,0
"WEEK OF OCT 16, 2017 (B)",Netflix : Online,203.5,134.5,0,0,31.3,0,0,0,0,12.8,24.8,0
"WEEK OF OCT 16, 2017 (B)",Netflix-1922 : Online,3.4,0,3.4,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Netflix-Big Mouth : Online,11.9,0,9.3,0,0,0,0,0,0,0,2.7,0
"WEEK OF OCT 16, 2017 (B)",Netflix-First They Killed My Father : Online,51.2,0,0,0,0,0,0,48.9,2.3,0,0,0
"WEEK OF OCT 16, 2017 (B)",Netflix-Geralds Game : Online,7.7,0,7.7,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Netflix-House Of Cards : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Netflix-meyerowitz Stories : Online,160.7,0,0,0,13,0,0,143.2,4.5,0,0,0
"WEEK OF OCT 16, 2017 (B)",Netflix-Mindhunter : Online,1253.7,515.6,99.5,0,122.5,229.3,0,285.8,0,0,1.1,0
"WEEK OF OCT 16, 2017 (B)",Netflix-One Of Us : Online,4.8,0,0,0,0,0,0,4.8,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Netflix-Stranger Things : Online,1568.9,1458.3,51.7,0,22.8,0,0,0,0,0,36.1,0
"WEEK OF OCT 23, 2017 (B)",Netflix : Online,51.1,0,0,0,13.5,0,0,0,0,12.8,24.8,0
"WEEK OF OCT 23, 2017 (B)",Netflix-1922 : Online,5.5,0,5.5,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",Netflix-Big Mouth : Online,2.7,0,0,0,0,0,0,0,0,0,2.7,0
"WEEK OF OCT 23, 2017 (B)",Netflix-Bright : Online,1200,1200,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",Netflix-First They Killed My Father : Online,30,0,0,0,0,0,0,26.7,3.3,0,0,0
"WEEK OF OCT 23, 2017 (B)",Netflix-Geralds Game : Online,5.2,0,4.6,0,0,0,0,0,0.6,0,0,0
"WEEK OF OCT 23, 2017 (B)",Netflix-Joan Didion The Center Will Not Hold : Online,10.5,0,0,0,0,0,0,9.9,0.6,0,0,0
"WEEK OF OCT 23, 2017 (B)",Netflix-meyerowitz Stories : Online,76.1,0,0,0,0,0,0,71.6,4.5,0,0,0
"WEEK OF OCT 23, 2017 (B)",Netflix-Mindhunter : Online,376.9,0,0,0,4.3,371.5,0,0,0,0,1.1,0
"WEEK OF OCT 23, 2017 (B)",Netflix-Stranger Things : Online,1539.4,955.9,512.9,0,34.6,0,0,0,0,0,36.1,0
"WEEK OF OCT 30, 2017 (B)",Netflix : Online,2019.9,0,0,0,0.7,0,0,0,0,8.7,47.3,1963.1
"WEEK OF OCT 30, 2017 (B)",Netflix Inc : Corporate Promotion,430.7,0,0,0,0,0,0,0,0,0,0,430.7
"WEEK OF OCT 30, 2017 (B)",Netflix-1922 : Online,3,0,3,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Big Mouth : Online,0.8,0,0,0,0,0,0,0,0,0,0.8,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Bright : Online,609.7,600,9.7,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Crown : Online,17.8,0,0,0,0,0,0,0,0,0,0,17.8
"WEEK OF OCT 30, 2017 (B)",Netflix-First They Killed My Father : Online,27.3,0,0,0,0,0,0,24.9,2.3,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Geralds Game : Online,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Godless : Online,29,0,0,0,0,0,0,0,0,2,0,27
"WEEK OF OCT 30, 2017 (B)",Netflix-meyerowitz Stories : Online,109,0,0,0,0,71.3,0,37.7,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Mindhunter : Online,545.2,0,0,0,0.9,544,0,0,0,0,0.3,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Mudbound : Online,191.2,0,0,0,5.1,0,0,160.3,25.8,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Okja : Online,40.2,0,0,0,0,0,0,35.7,4.5,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Our Souls At Night : Online,266.4,0,0,0,0,266.4,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Netflix-Patton Oswalt Talking For Clapping : Online,4.7,0,0,0,0,0,0,0,0,0,0,4.7
"WEEK OF OCT 30, 2017 (B)",Netflix-Shes Gotta Have It : Online,53.4,0,0,0,0,0,0,0,0,0,0,53.4
"WEEK OF OCT 30, 2017 (B)",Netflix-Stranger Things : Online,578.1,0,12.5,0,20.3,501.6,0,0,0,0,10.3,33.4
"WEEK OF NOV 06, 2017 (B)",Netflix : Online,63.4,0,0,0,0,0,0,0,0,7.1,56.3,0
"WEEK OF NOV 06, 2017 (B)",Netflix-First They Killed My Father : Online,27.3,0,0,0,0,0,0,24.9,2.3,0,0,0
"WEEK OF NOV 06, 2017 (B)",Netflix-Godless : Online,220.3,152.3,0,0,65.1,0,0,0,0,2.9,0,0
"WEEK OF NOV 06, 2017 (B)",Netflix-Jim & Andy The Great Beyond : Online,1.3,0,1.3,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 06, 2017 (B)",Netflix-Mudbound : Online,167.4,0,0,0,74.4,0,0,80.1,12.9,0,0,0
"WEEK OF NOV 06, 2017 (B)",Netflix-Punisher : Online,698.2,303.8,394.4,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Mudbound : Movie,395.8,0,0,0,30.3,0,0,256.5,109,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix : Online,63.4,0,0,0,0,0,0,0,0,7.1,56.3,0
"WEEK OF NOV 13, 2017 (B)",Netflix-Bright : Online,83.1,0,83.1,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-First They Killed My Father : Online,28.5,0,0,0,0.5,0,0,28,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-Godless : Online,455.2,303.5,23.3,0,125.6,0,0,0,0,2.9,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-Jim & Andy The Great Beyond : Online,28,0,2.8,0,12.4,0,0,12.8,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-Longmire : Online,9.8,0,0,0,9.8,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-meyerowitz Stories : Online,6.5,0,0,0,0,0,0,0,6.5,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-Mudbound : Online,51.4,0,0,0,51.4,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-Punisher : Online,616.8,269.2,347.6,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Netflix-Shes Gotta Have It : Online,143.7,0,63.6,0,80.1,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Mudbound : Movie,327.5,0,0,0,17.6,0,0,276,33.9,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix : Online,63.4,0,0,0,0,0,0,0,0,7.1,56.3,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Barbra : Online,168.3,0,0,0,9.9,0,0,142.9,15.5,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Bright : Online,1422,1282.5,139.5,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Cuba & The Cameraman : Online,5.4,0,0,0,0,0,0,5.4,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-First They Killed My Father : Online,28,0,0,0,0,0,0,28,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Godless : Online,1476.6,474,247.2,0,106.5,0,0,423.9,222.1,2.9,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-meyerowitz Stories : Online,40.2,0,0,0,0,0,0,35.7,4.5,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Mudbound : Online,25.8,0,0,0,25.8,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Punisher : Online,26.6,0,26.6,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Shes Gotta Have It : Online,100.3,0,60.4,39.9,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Netflix-Troll Hunters : Online,25.2,0,0,0,25.2,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Mudbound : Movie,136.3,0,0,0,66.9,0,0,35.3,34,0,0,0
"WEEK OF NOV 27, 2017 (B)",Netflix : Online,1481.9,0,0.1,0,0,0,0,0,0,10.1,83.1,1388.6
"WEEK OF NOV 27, 2017 (B)",Netflix Inc : Corporate Promotion,362.6,0,0,0,0,0,0,0,0,0,0,362.6
"WEEK OF NOV 27, 2017 (B)",Netflix-Barbra : Online,42.8,0,0,0,0,42.8,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Netflix-Black Mirror : Online,129.4,0,0,0,0,0,0,0,0,0,0,129.4
"WEEK OF NOV 27, 2017 (B)",Netflix-Bright : Online,1051.3,0,0,0,0,514.4,0,0,0,0,22.1,514.8
"WEEK OF NOV 27, 2017 (B)",Netflix-Crown : Online,2273.7,618,15.3,45,0.2,1466.6,0,0,0,11,10.7,106.9
"WEEK OF NOV 27, 2017 (B)",Netflix-Dance Academy : Online,28.9,0,0,0,0,0,0,0,0,0,0,28.9
"WEEK OF NOV 27, 2017 (B)",Netflix-Dave Chappelle : Online,49,0,0,0,0,0,0,0,0,0,0,49
"WEEK OF NOV 27, 2017 (B)",Netflix-El Camino Christmas : Online,17.3,0,0,0,0,0,0,0,0,0,0,17.3
"WEEK OF NOV 27, 2017 (B)",Netflix-First They Killed My Father : Online,24.9,0,0,0,0,0,0,24.9,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Netflix-Godless : Online,775.9,472.5,10.4,0,44.4,0,0,242.6,0,2.8,0,3.2
"WEEK OF NOV 27, 2017 (B)",Netflix-Judd Apatow The Return : Online,25.3,0,0,0,0,0,0,0,0,0,0,25.3
"WEEK OF NOV 27, 2017 (B)",Netflix-meyerowitz Stories : Online,56.2,0,0,0,0,0,0,23.8,32.4,0,0,0
"WEEK OF NOV 27, 2017 (B)",Netflix-Mudbound : Online,254.3,0,0,0,4.7,249.6,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Netflix-Punisher : Online,15.4,0,15.4,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Netflix-Troll Hunters : Online,69.7,0,0,0,20.3,0,0,0,0,0,4.4,45
"WEEK OF NOV 27, 2017 (B)",Netflix-Voyeur : Online,9.9,0,0,0,0,0,0,9.9,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Netflix-Wormwood : Online,7,0,0,0,0,0,0,0,0,0,0,7
"WEEK OF DEC 04, 2017 (B)",Mudbound : Movie,166.7,0,0,0,46.7,0,0,95.4,24.7,0,0,0
"WEEK OF DEC 04, 2017 (B)",Netflix : Online,132.8,0,0,0,0,0,0,0,0,14.2,118.7,0
"WEEK OF DEC 04, 2017 (B)",Netflix-Bright : Online,774.7,0,472.3,0,0,250.8,0,0,0,0,51.6,0
"WEEK OF DEC 04, 2017 (B)",Netflix-Crown : Online,612.4,204.7,24.6,171.4,0.1,0,0,142.9,18.1,25.6,25,0
"WEEK OF DEC 04, 2017 (B)",Netflix-First They Killed My Father : Online,27.3,0,0,0,0,0,0,24.9,2.3,0,0,0
"WEEK OF DEC 04, 2017 (B)",Netflix-Godless : Online,2.7,0,0,0,0,0,0,0,0,2.7,0,0
"WEEK OF DEC 04, 2017 (B)",Netflix-meyerowitz Stories : Online,56.6,0,0,0,0,0,0,49.3,7.3,0,0,0
"WEEK OF DEC 04, 2017 (B)",Netflix-Mudbound : Online,117.8,0,0,0,0,0,117.8,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",Netflix-Stranger Things : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF DEC 04, 2017 (B)",Netflix-Troll Hunters : Online,43.9,0,0,0,33.7,0,0,0,0,0,10.3,0
"WEEK OF DEC 11, 2017 (B)",Bright : Movie,3069.1,2810.2,258.9,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",Mudbound : Movie,305.3,0,0,0,30.7,0,0,256.5,18.1,0,0,0
"WEEK OF DEC 11, 2017 (B)",Netflix : Online,265.3,132.5,0,0,0,0,0,0,0,14.2,118.7,0
"WEEK OF DEC 11, 2017 (B)",Netflix-Bright : Online,449.2,177,164,0,56.5,0,0,0,0,0,51.6,0
"WEEK OF DEC 11, 2017 (B)",Netflix-Crown : Online,806.1,228.7,14.6,126.4,0,385.8,0,0,0,25.6,25,0
"WEEK OF DEC 11, 2017 (B)",Netflix-Godless : Online,2.7,0,0,0,0,0,0,0,0,2.7,0,0
"WEEK OF DEC 11, 2017 (B)",Netflix-Icarus : Online,34.7,0,0,0,0,0,0,32.6,2,0,0,0
"WEEK OF DEC 11, 2017 (B)",Netflix-Judd Apatow The Return : Online,3,0,0,0,3,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",Netflix-Troll Hunters : Online,47.1,0,0,0,36.8,0,0,0,0,0,10.3,0
"WEEK OF DEC 11, 2017 (B)",Netflix-Wormwood : Online,106.5,0,0,0,34.4,0,0,71.4,0.6,0,0,0
"WEEK OF DEC 18, 2017 (B)",Bright : Movie,15.2,0,15.2,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 18, 2017 (B)",Mudbound : Movie,290.5,0,0,0,49.8,0,0,180.3,60.4,0,0,0
"WEEK OF DEC 18, 2017 (B)",Netflix : Online,176.8,44,0,0,0,0,0,0,0,14.2,118.7,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Bright : Online,2608.7,1868,223.9,0,153.5,0,0,293.6,18.1,0,51.6,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Crown : Online,625.7,0,0,0,0,516.3,0,0,58.8,25.6,25,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Glow : Online,58.8,0,0,0,0,0,0,0,58.8,0,0,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Godless : Online,2.7,0,0,0,0,0,0,0,0,2.7,0,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Mudbound : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Stranger Things : Online,58.8,0,0,0,0,0,0,0,58.8,0,0,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Troll Hunters : Online,33.1,0,0,0,22.8,0,0,0,0,0,10.3,0
"WEEK OF DEC 18, 2017 (B)",Netflix-Wormwood : Online,80.5,0,0,0,0,0,0,71.4,9,0,0,0
"WEEK OF DEC 25, 2017 (B)",Bright : Movie,1.7,0,1.7,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",Mudbound : Movie,650.2,0,0,0,64.7,0,0,467.3,118.2,0,0,0
"WEEK OF DEC 25, 2017 (B)",Netflix : Online,132.8,0,0,0,0,0,0,0,0,14.2,118.7,0
"WEEK OF DEC 25, 2017 (B)",Netflix-Black Mirror : Online,13.6,0,13.6,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",Netflix-Bright : Online,941.5,233.6,3,0,227.1,350.9,0,75.3,0,0,51.6,0
"WEEK OF DEC 25, 2017 (B)",Netflix-Crown : Online,50.6,0,0,0,0,0,0,0,0,25.6,25,0
"WEEK OF DEC 25, 2017 (B)",Netflix-Dave Chappelle Equanimity : Online,685.3,145.8,539.5,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",Netflix-Godless : Online,2.7,0,0,0,0,0,0,0,0,2.7,0,0
"WEEK OF DEC 25, 2017 (B)",Netflix-Troll Hunters : Online,10.5,0,0,0,0.3,0,0,0,0,0,10.3,0
"WEEK OF JAN 01, 2018 (B)",Mudbound : Movie,1576,684,0,0,164.5,0,0,582.1,145.5,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix : Online,2414.2,0,0,0,0,0,0,0,18.1,0,39.2,2356.9
"WEEK OF JAN 01, 2018 (B)",Netflix Inc : Corporate Promotion,129.6,0,0,0,0,0,0,0,0,0,0,129.6
"WEEK OF JAN 01, 2018 (B)",Netflix-All Hail King Julien : Online,123.3,0,123.3,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix-Altered Carbon : Online,44.6,0,0,0,0,0,0,0,0,0,0,44.6
"WEEK OF JAN 01, 2018 (B)",Netflix-Barbra : Online,237.8,0,0,0,0,237.8,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix-Black Mirror : Online,181.2,0,0,0,51.8,0,0,0,0,0,0,129.4
"WEEK OF JAN 01, 2018 (B)",Netflix-Bright : Online,113.8,0,0,0,0,0,0,0,58.8,0,0,55
"WEEK OF JAN 01, 2018 (B)",Netflix-Chris Rock Tamborine : Online,0.4,0,0,0,0,0,0,0,0,0,0,0.4
"WEEK OF JAN 01, 2018 (B)",Netflix-Crown : Online,237.8,0,0,0,0,237.8,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix-Dance Academy : Online,28.9,0,0,0,0,0,0,0,0,0,0,28.9
"WEEK OF JAN 01, 2018 (B)",Netflix-Dave Chappelle : Online,49,0,0,0,0,0,0,0,0,0,0,49
"WEEK OF JAN 01, 2018 (B)",Netflix-Dave Chappelle Equanimity : Online,169.8,0,169.8,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix-Disjointed : Online,9.8,0,0,0,0,0,0,0,0,0,9.8,0
"WEEK OF JAN 01, 2018 (B)",Netflix-El Camino Christmas : Online,5.8,0,0,0,0,0,0,0,0,0,0,5.8
"WEEK OF JAN 01, 2018 (B)",Netflix-Maddman The Steve Madden Story : Online,27.7,0,0,0,0,0,0,0,27.7,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix-Mudbound : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix-Okja : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF JAN 01, 2018 (B)",Netflix-On Body & Soul : Online,58.8,0,0,0,0,0,0,0,58.8,0,0,0
"WEEK OF JAN 08, 2018 (B)",Mudbound : Movie,824,0,0,0,112.3,0,0,630.1,81.6,0,0,0
"WEEK OF JAN 08, 2018 (B)",Netflix : Online,182.1,0,0,0,0,0,0,142.9,0,0,39.2,0
"WEEK OF JAN 08, 2018 (B)",Netflix-All Hail King Julien : Online,23,0,23,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",Netflix-Chasing Coral : Online,143.5,0,0,0,0,0,0,143.5,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",Netflix-Disjointed : Online,28.4,0,0,0,18.6,0,0,0,0,0,9.8,0
"WEEK OF JAN 08, 2018 (B)",Netflix-Icarus : Online,273.5,0,0,0,0,0,0,214.6,58.8,0,0,0
"WEEK OF JAN 08, 2018 (B)",Netflix-My Next Guest Needs No Introduction : Online,15.5,0,0,0,15.5,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",Netflix-One Of Us : Online,71.8,0,0,0,0,0,0,71.8,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",Netflix-Somebody Feed Phil : Online,13.1,0,0,0,13.1,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",Netflix-Strong Island : Online,143.5,0,0,0,0,0,0,143.5,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",Mudbound : Movie,116,0,0,0,0,0,0,27.7,88.2,0,0,0
"WEEK OF JAN 15, 2018 (B)",Netflix : Online,39.2,0,0,0,0,0,0,0,0,0,39.2,0
"WEEK OF JAN 15, 2018 (B)",Netflix Inc : Corporate Promotion,58.8,0,0,0,0,0,0,0,58.8,0,0,0
"WEEK OF JAN 15, 2018 (B)",Netflix-Altered Carbon : Online,5337.5,5296.5,30.9,0,10.1,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",Netflix-Disjointed : Online,75.3,0,0,0,65.5,0,0,0,0,0,9.8,0
"WEEK OF JAN 15, 2018 (B)",Netflix-Godzilla : Online,21.9,0,21.9,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",Netflix-Maddman The Steve Madden Story : Online,38.1,0,0,0,0,0,0,0,38.1,0,0,0
"WEEK OF JAN 15, 2018 (B)",Netflix-Mudbound : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
